"primaryNameTib","primaryNameSkt","primaryNameEng","primaryNameLang","otherNameTib","otherNameSkt","otherNameEng","Dates","Date-Begin","Date-End","TranslatedBy","TranslatorOf","recID","bAuthor","bTranslator","Notes"
"NAM MKHA' SENG+GE","","Namka Seng-ge","TB","NGAR RGOD SKU SKYE 02 NAM MKHA' SENG+GE;TZANG SRAS DGA' BA'I LANG TSO;RNGA RGOD 02 NAM MKHA' SENG+GE;RNGA RGOD NAM MKHA' SENG GE","","The Second Ngargu Kukye, Namka Seng-ge;Tsangsey Gawey Langtso;The Second Ngagu, Namka Seng-ge;Ngagu Namka Seng-ge","1712-1780","22","22","","","430","1","0",""
"BLO BZANG CHOS KYI DBANG PHYUG","","Losang Chukyi Wangchuk","TB","STAG PHU 3 BLO BZANG CHOS KYI DBANG PHYUG;STAG PHU 3 GAR GYI DBANG PO;GAR GYI DBANG PO, STAG PHU;STAG PHU GAR DBANG BLO BZANG CHOS KYI DBANG PHYUG","","The Third Takpu, Losang Chukyi Wangchuk;The Third Takpu, Gargyi Wangpo;Gargyi Wangpo, Takpu;Takpu Garwang Losang Chukyi Wangchuk","1765-1792","22","22","","","431","1","0",""
"'JAM DPAL BSTAN PA'I DNGOS GRUB","","Jampel Tenpey Ngudrup","TB","STAG PHU 'JAM DPAL BSTAN PA'I DNGOS GRUB;STAG PHU PADMA BADZRA;PADMA BA DZRA;PADMA RDO RJE;NGAG DBANG BLO BZANG 'JAM DPAL BSTAN PA'I DNGOS GRUB","","Takpu Jampel Tenpey Ngudrup;Takpu Padma Vajra;Padma Vajra;Padma Dorje;Ngawang Losang Jampel Tenpey Ngudrup","1876-1922","23","24","","","432","1","0",""
"NGAG DBANG BLO BZANG 'JAM DPAL RNAM RGYAL ","","Ngawang Losang Jampel Namgyel","TB","RVA SGRENG NGAG DBANG BLO BZANG 'JAM DPAL RNAM RGYAL;MNAM NID RDO RJE;BDE CHEN MNAM NID RDO RJE;BLO BZANG 'JAM DPAL RNAM RGYAL;'PHRIN LAS NOR BU BSTAN 'DZIN NYI MA;'JAM DPAL DGYES PA'I RNAM ROL","VAGINDRASUMATIMANJUVIJAYA","Radreng Ngawang Losang Jampel Namgyel;Namni Dorje;Dechen Namni Dorje;Losang Jampel Namgyel;Trinley Norbu Tendzin Nyima;Jampel Gyepey Namrol","19th century","23","23","","","441","1","0",""
"DGE 'DUN CHOS SKYONG RGYA MTSO","","Gendun Chukyong Gyatso","TB","THAR SHUL DGE 'DUN CHOS SKYONG RGYA MTSO","","Tarshul Gendun Chukyong Gyatso","b. 17th century","21","21","","","435","1","0",""
"BLO BZANG BSAM GTAN","","Losang Samten","TB","THE BO LUNG BZANG NANG PA BLO BZANG BSAM GTAN;THE BO BLO BZANG BSAM GTAN;LUNG BZANG NANG BA 01 BLO BZANG BSAM GTAN;NGAG DBANG BLO BZANG BSAM GTAN","","Teywo Lungsang Nangpo Losang Samten;Teywo Losang Samten;The First Lungsang Nangwa, Losang Samten;Ngawang Losang Samten","1687-1749","21","22","","","436","1","0",""
"BSTAN 'DZIN RGYA MTSO","","Tendzin Gyatso","TB","TA LA'I BLA MA 14 BSTAN 'DZIN RGYA MTSO","","His Holiness the 14th Dalai Lama","1935-","24","24","","","461","1","0",""
"O RGYAN 'JIGS MED CHOS KYI DBANG PO","","Ogyen Jikme Chukyi Wangpo","TB","RDZA DPAL SPRUL O RGYAN 'JIGS MED CHOS KYI DBANG PO;DPAL SPRUL 'JIGS MED CHOS KYI DBANG PO;RDZA DPAL SPRUL 'JIGS MED CHOS KYI DBANG PO;'JIGS MED CHOS KYI DBANG PO, DPAL SPRUL;DPAL DGE SPRUL SKU;RDZOGS CHEN DPAL DGE SPRUL SKU O RGYAN 'JIGS MED CHOS KYI DBANG PO;A BU HRAL PO;RDZOGS CHEN MKHAN RABS 05 O RGYAN 'JIGS MED CHOS KYI DBANG PO","","Patrul Jikme Chukyi Wangpo;Pelge Tulku;Dzogchen Pelge Tulku Orgyen Jigme Chukyi Wangpo;Abu Hrelpo;The Fifth Dzogchen Kenrab, Orgyen Jikme Chukyi Wangpo","1808-1887","23","23","","","462","1","0",""
"GRAGS PA BSHAD SGRUB","","Drakpa Shedrup","TB","CO NE GRAGS PA BSHAD SGRUB","","Choney Drakpa Shedrup","1675-1748","21","22","","","464","1","0","Old TSD Schools table tree: \
\
-- Bka'-gdams-pa\
\
-- Dga'-ldan-pa\
 \
1681. First letters from Khri-chen Dge-'dun-grags-pa who also bestowed first monastic vows.\
Studied medicine with Sman-pa Stag-ris Dge-slong.\
1695. Traveled to Dbus.\
1696. Entered Se-ra Smad.\
1705. Planned to take Lha-rams-pa but because of the troubles surrounding the fall of the Sde-srid Sangs-rgyas-rgya-mtsho was not able to do so. Separate examination at the order of Slob-dpon Tshul-khrims-rin-chen in which he did well.\
Final vows from the 2nd PaN-chen.\
Debated at Dga'-ldan and 'Bras-spungs with brilliance.\
1706. Return to Co-ne.\
1714. Becomes bla-ma of the newly reconstituted teaching college at Co-ne.\
\"mdo smad co ne dgon du phyir phebs/ skabs der co ne bstan pa'i mnga' bdag go shri nang so yes de nyid pho brang du gong ma mjal ba'i skabs kyi bka' mngags ltar nang sos shing rta lo dgon pa der mtshan nyid grwa tshang gsar du btsugs par rje nyid dgung lo bzhi bcur phebs pa dgon de'i bla ma mdzad\"\
1715. Mother dies.\
1720. Retires as the head of the monastery and begins writing.\
1730. Returns to the headship of the monastery.\
1732. Rgyud-pa Grwa-tshang at Co-ne is established. Grags-pa-rgya-mtsho serves concurrently as both bla-ma and slob-dpon.\
 \
[p. 76]\
W19836 [p. 277]\
W19835 [p. 82]\
"
"BLO GROS RGYA MTSO (2)","","Lodru Gyatso","TB","GUNG THANG BLO GROS RGYA MTSO;GUNG THANG BLO GROS TSHANG","","Gungtang Lodru Gyatso;Gungtang Lodru Tsang","1851-1930","23","23","","","465","1","0",""
"BLO BZANG RDO RJE(2)","","Losang Dorje (2)","TB","DKA' BCU SMRA BA BLO BZANG RDO RJE;","","Kachu Mawa Losang Dorje","b. 18th century","22","22","","","466","1","0",""
"BLO BZANG LHUN GRUB","","Losang Hlundrup","TB","GO SHRi CHOS RJE;SGEG PA'I RDO RJE, GO SHRi CHOS RJE;GO SHRi CHOS RJE BLO BZANG LHUN GRUB;","","Goshri ChÃ¶je;Gekpey Dorje, Goshri ChÃ¶je;Goshri ChÃ¶je Losang Hlundrup","1781-1859","22","23","","","486","1","0",""
"BLO BZANG DPAL LDAN BSTAN 'DZIN SNYAN GRAGS","","Losang Pelden Tenzin Nyendrak","TB","BRAG DKAR BLO BZANG DPAL LDAN BSTAN SNYAN GRAGS;BSTAN 'DZIN SNYAN GRAGS, BRAG DKAR;BLO BZANG DPAL LDAN","","Drakar Losang Pelden Ten-nyen Drak;Tenzin Nyendrak, Drakar;Losang Pelden","1866-1928","23","24","","","487","1","0",""
"'JAM MGON 'JU MI PHAM RGYA MTSO","","Jamgon Ju Mipam Gyatso","TB","","","","1846-1912","0","25","","","488","1","0",""
"BSTAN PA RGYA MTSO","","Tenpa Gyatso","TB","ZHANG STON BSTAN PA RGYA MTSO;DKON MCHOG THABS MKHAS;THU'U BKWAN YONGS 'DZIN BSTAN PA RGYA MTSO;ZHWANG STON BSTAN PA RGYA MTSO;PAD+MA 'BUM;A KHU THABS MKHAS TSHANG","","Shangton Tenpa Gyatso;Konchok Tapkey;Tuken Yongdzin Tenpa Gyatso;Shangton Tenpa Gyatso;Padmabum;Aku Tapkey Tsang ","1825-1897","0","25","","","489","1","0","\
W20304\
[p. 152] biography\
dates: 1825-1897\
 \
1837. Enters Bkra-shis-'khyil\
1845. Took the Tshogs-bsags rab-'byams-pa degree\
1854. Went to Pe-cin to become the yongs 'dzin of the Thu'u-bkwan\
Gsung 'bum in four volumes (79 sections)\
Students (not recorded): 1884: Lcang-skya given name Blo-bzang-ye-shes-rgya-mtsho ; 1874: Sde-khri\
W19801\
[p. 1449]\
W19837\
[Vol. 2, p. 201]\
W19836\
[p. 727]\
W19803\
[p. 922] source contains brief biography\
dates given: 1825-1897\
"
"NGAG DBANG TSE RING SKYABS","","Ngawang Tsering Kyap","TB","KHU RE NI'I SNGAGS RAMS PA NGAG DBANG TSE RING SKYABS;MU RING GI'I KHU RE NI'I SNGAGS RAMS PA NGAG DBANG TSE RING SKYABS","","Kureni Ngakrampa Ngawang Tsering Kyap;Muring gi Kureni Ngakrampa Ngawang Tsering Kyap","b. 19th c.","0","25","","","492","1","0",""
"HAL HA CHOS MDZAD BLA MA","","Halha Chusay Lama","TB","CHOS MDZAD BLA MA BSTAN PA'I SGRON ME;BSTAN PA'I SGRON ME;BSTAN 'DZIN CHOS MDZAD","shA sa na dI baM","Chusay Lama Tenpey Dronmey;Tenpey Dronmey;Tenzin Chusay","c. 20th cen.","0","25","","","493","1","0",""
"'DUS BZANG","","Dusang","TB","","","","","0","25","","","502","1","0",""
"BLO BZANG CHOS KYI NYI MA (3)","","Losang Chukyi Nyima","TB","CHOS KYI NYI MA;CHOS KYI RDO RJE, THU’U BKWAN;D+HARMA BA DZ+RA;THU’U BKWAN 03 BLO BZANG CHOS KYI NYI MA;THU’U BKWAN BLO BZANG CHOS KYI NYI MA;SKU ‘BUM KHRI 35 BLO BZANG CHOS KYI NYI MA;BYA KHYUNG MKHAN RABS BLO BZANG CHOS KYI NYI MA;SKU ‘BUM KHRI CHEN 35;ZHWA LU MKHAN CHEN 29;BYA KHYUNG MKHAN RABS 42;THU’U BKWAN 03","","Chukyi Nyima;Chukyi Dorje, Tuken;Dharma Vajra;The 3rdTuken, Losang Chukyi Nyima;Tuken Losang Chukyi Nyima;The 35th Kunbum, Losang Chukyi Nyima;Jakyung Kenrap Losang Chukyi Nyima;The 35th Kunbum Trichen;The 29th Shalu Kenchen;The 42nd Jakyung Kenrap;The 3rd Tuken","1737-1802","0","25","","","503","1","1",""
